Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,2021
"SARS-CoV-2 vaccine testing and trials in the pediatric population: biologic, ethical, research, and implementation challenges","Cooper, Dan M.; Afghani, Behnoush; Byington, Carrie L.; Cunningham, Coleen K.; Golub, Sidney; Lu, Kim D.; Radom-Aizik, Shlomit; Ross, Lainie Friedman; Singh, Jasjit; Smoyer, William E.; Lucas, Candice Taylor; Tunney, Jessica; Zaldivar, Frank; Ulloa, Erlinda R.",,,,PEDIATRIC RESEARCH,,2021,,,,,,,,,10.1038/s41390-021-01402-z,,,2,2,2
"Proxalutamide Significantly Accelerates Viral Clearance and Reduces Time to Clinical Remission in Patients with Mild to Moderate COVID-19: Results from a Randomized, Double-Blinded, Placebo-Controlled Trial","Cadegiani, Flavio A.; McCoy, John; Wambier, Carlos Gustavo; Vano-Galvan, Sergio; Shapiro, Jerry; Tosti, Antonella; Zimerman, Ricardo A.; Goren, Andy",,,,CUREUS,FEB 22 2021,2021,13,2,,,,,,e13492,10.7759/cureus.13492,,,2,2,2
Neutralizing activity to SARS-CoV-2 of convalescent and control plasma used in a randomized controlled trial,"Freedenberg, Alex T.; Pan, Chun-Hao; Diehl, William E.; Romeiser, Jamie L.; Hwang, Ga-Ram; Leiton, Cindy V.; Muecksch, Frauke; Shroyer, Kenneth R.; Bennett-Guerrero, Elliott",,,,TRANSFUSION,MAY 2021,2021,61,5,,,,1363,1369,,10.1111/trf.16283,,,2,2,2
Safety and effectiveness of high-dose vitamin C in patients with COVID-19: a randomized open-label clinical trial,"JamaliMoghadamSiahkali, Saeidreza; Zarezade, Besharat; Koolaji, Sogol; SeyedAlinaghi, SeyedAhmad; Zendehdel, Abolfazl; Tabarestani, Mohammad; Moghadam, Ehsan Sekhavati; Abbasian, Ladan; Manshadi, Seyed Ali Dehghan; Salehi, Mohamadreza; Hasannezhad, Malihe; Ghaderkhani, Sara; Meidani, Mohsen; Salahshour, Faeze; Jafari, Fatemeh; Manafi, Navid; Ghiasvand, Fereshteh",,,,EUROPEAN JOURNAL OF MEDICAL RESEARCH,FEB 11 2021,2021,26,1,,,,,,20,10.1186/s40001-021-00490-1,,,2,2,2
"Direct antivirals working against the novel coronavirus: azithromycin (DAWn-AZITHRO), a randomized, multicenter, open-label, adaptive, proof-of-concept clinical trial of new antivirals working against SARS-CoV-2-azithromycin trial","Gyselinck, Iwein; Liesenborgs, Laurens; Landeloos, Ewout; Belmans, Ann; Verbeke, Geert; Verhamme, Peter; Vos, Robin; Janssens, W.",DAWn-Azithro Consortium,,,TRIALS,FEB 9 2021,2021,22,1,,,,,,126,10.1186/s13063-021-05033-x,,,2,2,2
"Early Antiandrogen Therapy With Dutasteride Reduces Viral Shedding, Inflammatory Responses, and Time-to-Remission in Males With COVID-19: A Randomized, Double-Blind, Placebo-Controlled Interventional Trial (EAT-DUTA AndroCoV Trial - Biochemical)","Cadegiani, Flavio A.; McCoy, John; Wambier, Carlos Gustavo; Goren, Andy",,,,CUREUS,FEB 1 2021,2021,13,2,,,,,,e13047,10.7759/cureus.13047,,,2,2,2
"Early Use of Corticosteroid May Prolong SARS-CoV-2 Shedding in Non-Intensive Care Unit Patients with COVID-19 Pneumonia: A Multicenter, Single-Blind, Randomized Control Trial","Tang, Xiao; Feng, Ying-Mei; Ni, Ji-Xiang; Zhang, Jia-Ying; Liu, Li-Min; Hu, Ke; Wu, Xiu-Zhi; Zhang, Ji-Xian; Chen, Jun-Wen; Zhang, Jian-Chu; Su, Jian; Li, Yu-Lei; Zhao, Yang; Xie, Jiao; Ding, Zhou; He, Xin-Liang; Wang, Wen; Jin, Rong-Hua; Shi, Huan-Zhong; Sun, Bing",,,,RESPIRATION,FEB 2021,2021,100,2,,,,116,126,,10.1159/000512063,,,2,2,2
Evaluation of the efficacy and safety of icatibant and C1 esterase/kallikrein inhibitor in severe COVID-19: study protocol for a three-armed randomized controlled trial,"Mansour, Eli; Bueno, Flavia F.; de Lima-Junior, Jose C.; Palma, Andre; Monfort-Pires, Milena; Bombassaro, Bruna; Araujo, Eliana P.; Bernardes, Ana Flavia; Ulaf, Raisa G.; Nunes, Thyago A.; Ribeiro, Luciana C.; Falcao, Antonio Luis E.; Santos, Thiago Martins; Trabasso, Plinio; Dertkigil, Rachel P.; Dertkigil, Sergio S.; Maia, Rafael P.; Benaglia, Tatiana; Moretti, Maria Luiza; Velloso, Licio A.",,,,TRIALS,JAN 20 2021,2021,22,1,,,,,,71,10.1186/s13063-021-05027-9,,,2,2,2
"A Mindfulness-Based Intervention for Student Depression, Anxiety, and Stress: Randomized Controlled Trial","Ritvo, Paul; Ahmad, Farah; El Morr, Christo; Pirbaglou, Meysam; Moineddin, Rahim",MVC Team,,,JMIR MENTAL HEALTH,JAN 11 2021,2021,8,1,,,,,,e23491,10.2196/23491,,,2,2,2
Oral nano-curcumin formulation efficacy in management of mild to moderate hospitalized coronavirus disease-19 patients: An open label nonrandomized clinical trial,"Saber-Moghaddam, Niloofar; Salari, Soofia; Hejazi, Sepideh; Amini, Mahnaz; Taherzadeh, Zhila; Eslami, Saeed; Rezayat, Seyed Mahdi; Jaafari, Mahmoud Reza; Elyasi, Sepideh",,,,PHYTOTHERAPY RESEARCH,MAY 2021,2021,35,5,,,,2616,2623,,10.1002/ptr.7004,,,2,2,2
Harmonizing Heterogeneous Endpoints in Coronavirus Disease 2019 Trials Without Loss of Information,"von Cube, Maja; Grodd, Marlon; Wolkewitz, Martin; Hazard, Derek; Wengenmayer, Tobias; Canet, Emmanuel; Lambert, Jerome",,,,CRITICAL CARE MEDICINE,JAN 2021,2021,49,1,,,,E11,E19,,10.1097/CCM.0000000000004741,,,2,2,2
A preliminary report of a randomized controlled phase 2 trial of the safety and immunogenicity of mRNA-1273 SARS-CoV-2 vaccine,"Chu, Laurence; McPhee, Roderick; Huang, Wenmei; Bennett, Hamilton; Pajon, Rolando; Nestorova, Biliana; Leav, Brett",mRNA-1273 Study Grp,,,VACCINE,MAY 12 2021,2021,39,20,,,,2791,2799,,10.1016/j.vaccine.2021.02.007,,,3,3,3
"Azithromycin for community treatment of suspected COVID-19 in people at increased risk of an adverse clinical course in the UK (PRINCIPLE): a randomised, controlled, open-label, adaptive platform trial","Butler, Christopher C.; Dorward, Jienchi; Yu, Ly-Mee; Gbinigie, Oghenekome; Hayward, Gail; Saville, Benjamin R.; Van Hecke, Oliver; Berry, Nick; Detry, Michelle; Saunders, Christina; Fitzgerald, Mark; Harris, Victoria; Patel, Mahendra G.; de Lusignan, Simon; Ogburn, Emma; Evans, Philip H.; Thomas, Nicholas P. B.; Hobbs, F. D. Richard; Allen, Julie; Andersson, Monique; Berry, Nick; Bongard, Emily; Borek, Aleksandra; Butler, Christopher C.; de Lusignan, Simon; Dorward, Jienchi; Evans, Philip H.; Ferreira, Filipa; Gbinigie, Oghenekome; Grabey, Jenna; Hayward, Gail; Hobbs, F. D. Richard; Hopkins, Susan; Judge, David; Koshkouei, Mona; Llewelyn, Martin J.; Ogburn, Emma; Patel, Mahendra G.; Richards-Doran, Dan; Rutter, Heather; Saville, Benjamin R.; Swayze, Hannah; Thomas, Nicholas P. B.; Tripathy, Manasa; Tonkin-Crine, Sarah; Tonner, Sharon; Yu, Ly-Mee; Van Hecke, Oliver",PRINCIPLE Trial Collaborative Grp,,,LANCET,MAR 20 2021,2021,397,10279,,,,1063,1074,,10.1016/S0140-6736(21)00461-X,,,3,3,3
COVID-19 vaccine guidance for patients with cancer participating in oncology clinical trials,"Desai, Aakash; Gainor, Justin F.; Hegde, Aparna; Schram, Alison M.; Curigiliano, Guiseppe; Pal, Sumanta; Liu, Stephen V.; Halmos, Balazs; Groisberg, Roman; Grande, Enrique; Dragovich, Tomislav; Matrana, Marc; Agarwal, Neeraj; Chawla, Sant; Kato, Shumei; Morgan, Gilberto; Kasi, Pashtoon M.; Solomon, Benjamin; Loong, Herbert H.; Park, Haeseong; Choueiri, Toni K.; Subbiah, Ishwaria M.; Pemmaraju, Naveen; Subbiah, Vivek",COVID19 Canc Clinical Trials,,,NATURE REVIEWS CLINICAL ONCOLOGY,MAY 2021,2021,18,5,,,,313,319,,10.1038/s41571-021-00487-z,,,3,3,3
Enrolling Minors in COVID-19 Vaccine Trials,"Mintz, Kevin; Jardas, E.; Shah, Seema; Grady, Christine; Danis, Marion; Wendler, David",,,,PEDIATRICS,MAR 2021,2021,147,3,,,,,,e2020040717,10.1542/peds.2020-040717,,,3,3,3
"Effect of human umbilical cord-derived mesenchymal stem cells on lung damage in severe COVID-19 patients: a randomized, double-blind, placebo-controlled phase 2 trial","Shi, Lei; Huang, Hai; Lu, Xuechun; Yan, Xiaoyan; Jiang, Xiaojing; Xu, Ruonan; Wang, Siyu; Zhang, Chao; Yuan, Xin; Xu, Zhe; Huang, Lei; Fu, Jun-Liang; Li, Yuanyuan; Zhang, Yu; Yao, Wei-Qi; Liu, Tianyi; Song, Jinwen; Sun, Liangliang; Yang, Fan; Zhang, Xin; Zhang, Bo; Shi, Ming; Meng, Fanping; Song, Yanning; Yu, Yongpei; Wen, Jiqiu; Li, Qi; Mao, Qing; Maeurer, Markus; Zumla, Alimuddin; Yao, Chen; Xie, Wei-Fen; Wang, Fu-Sheng",,,,SIGNAL TRANSDUCTION AND TARGETED THERAPY,FEB 10 2021,2021,6,1,,,,,,58,10.1038/s41392-021-00488-5,,,3,3,3
Towards clinical data-driven eligibility criteria optimization for interventional COVID-19 clinical trials,"Kim, Jae Hyun; Ta, Casey N.; Liu, Cong; Sung, Cynthia; Butler, Alex M.; Stewart, Latoya A.; Ena, Lyudmila; Rogers, James R.; Lee, Junghwan; Ostropolets, Anna; Ryan, Patrick B.; Liu, Hao; Lee, Shing M.; Elkind, Mitchell S., V; Weng, Chunhua",,,,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,JAN 2021,2021,28,1,,,,14,22,,10.1093/jamia/ocaa276,,,3,3,3
Evaluating the effects of Intravenous Immunoglobulin (IVIg) on the management of severe COVID-19 cases: A randomized controlled trial,"Tabarsi, Payam; Barati, Saghar; Jamaati, Hamidreza; Haseli, Sara; Marjani, Majid; Moniri, Afshin; Abtahian, Zahra; Dastan, Alireza; Yousefian, Sahar; Eskandari, Raha; Saffaei, Ali; Monjazebi, Fatemeh; Vahedi, Abdolbaset; Dastan, Farzaneh",,,,INTERNATIONAL IMMUNOPHARMACOLOGY,JAN 2021,2021,90,,,,,,,107205,10.1016/j.intimp.2020.107205,,,3,3,3
"Safety and efficacy of artemisinin-piperaquine for treatment of COVID-19: an open-label, non-randomised and controlled trial","Li, Guoming; Yuan, Mei; Li, Haihong; Deng, Changsheng; Wang, Qi; Tang, Yexiao; Zhang, Hongying; Yu, Weisheng; Xu, Qin; Zou, Yuanyuan; Yuan, Yueming; Guo, Jiawen; Jin, Chunming; Guan, Xiangdong; Xie, Fengjie; Song, Jianping",,,,INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,JAN 2021,2021,57,1,,,,,,106216,10.1016/j.ijantimicag.2020.106216,,,3,3,3
Mortality outcomes with hydroxychloroquine and chloroquine in COVID-19 from an international collaborative meta-analysis of randomized trials,"Axfors, Cathrine; Schmitt, Andreas M.; Janiaud, Perrine; van't Hooft, Janneke; Abd-Elsalam, Sherief; Abdo, Ehab F.; Abella, Benjamin S.; Akram, Javed; Amaravadi, Ravi K.; Angus, Derek C.; Arabi, Yaseen M.; Azhar, Shehnoor; Baden, Lindsey R.; Baker, Arthur W.; Belkhir, Leila; Benfield, Thomas; Berrevoets, Marvin A. H.; Chen, Cheng-Pin; Chen, Tsung-Chia; Cheng, Shu-Hsing; Cheng, Chien-Yu; Chung, Wei-Sheng; Cohen, Yehuda Z.; Cowan, Lisa N.; Dalgard, Olav; de Almeida e Val, Fernando F.; de Lacerda, Marcus V. G.; de Melo, Gisely C.; Derde, Lennie; Dubee, Vincent; Elfakir, Anissa; Gordon, Anthony C.; Hernandez-Cardenas, Carmen M.; Hills, Thomas; Hoepelman, Andy I. M.; Huang, Yi-Wen; Igau, Bruno; Jin, Ronghua; Jurado-Camacho, Felipe; Khan, Khalid S.; Kremsner, Peter G.; Kreuels, Benno; Kuo, Cheng-Yu; Thuy Le; Lin, Yi-Chun; Lin, Wu-Pu; Lin, Tse-Hung; Lyngbakken, Magnus Nakrem; McArthur, Colin; McVerry, Bryan J.; Meza-Meneses, Patricia; Monteiro, Wuelton M.; Morpeth, Susan C.; Mourad, Ahmad; Mulligan, Mark J.; Murthy, Srinivas; Naggie, Susanna; Narayanasamy, Shanti; Nichol, Alistair; Novack, Lewis A.; O'Brien, Sean M.; Okeke, Nwora Lance; Perez, Lena; Perez-Padilla, Rogelio; Perrin, Laurent; Remigio-Luna, Arantxa; Rivera-Martinez, Norma E.; Rockhold, Frank W.; Rodriguez-Llamazares, Sebastian; Rolfe, Robert; Rosa, Rossana; Rosjo, Helge; Sampaio, Vanderson S.; Seto, Todd B.; Shehzad, Muhammad; Soliman, Shaimaa; Stout, Jason E.; Thirion-Romero, Ireri; Troxel, Andrea B.; Tseng, Ting-Yu; Turner, Nicholas A.; Ulrich, Robert J.; Walsh, Stephen R.; Webb, Steve A.; Weehuizen, Jesper M.; Velinova, Maria; Wong, Hon-Lai; Wrenn, Rebekah; Zampieri, Fernando G.; Zhong, Wu; Moher, David; Goodman, Steven N.; Ioannidis, John P. A.; Hemkens, Lars G.",,,,NATURE COMMUNICATIONS,APR 15 2021,2021,12,1,,,,,,2349,10.1038/s41467-021-22446-z,,,4,4,4
Efficacy of ChAdOx1 nCoV-19 (AZD1222) vaccine against SARS-CoV-2 variant of concern 202012/01 (B.1.1.7): an exploratory analysis of a randomised controlled trial,"Emary, Katherine R. W.; Golubchik, Tanya; Aley, Parvinder K.; Ariani, Cristina, V; Angus, Brian; Bibi, Sagida; Blane, Beth; Bonsall, David; Cicconi, Paola; Charlton, Sue; Clutterbuck, Elizabeth A.; Collins, Andrea M.; Cox, Tony; Darton, Thomas C.; Dold, Christina; Douglas, Alexander D.; Duncan, Christopher J. A.; Ewer, Katie J.; Flaxman, Amy L.; Faust, Saul N.; Ferreira, Daniela M.; Feng, Shuo; Finn, Adam; Folegatti, Pedro M.; Fuskova, Michelle; Galiza, Eva; Goodman, Anna L.; Green, Catherine M.; Green, Christopher A.; Greenland, Melanie; Hallis, Bassam; Heath, Paul T.; Hay, Jodie; Hill, Helen C.; Jenkin, Daniel; Kerridge, Simon; Lazarus, Rajeka; Libri, Vincenzo; Lillie, Patrick J.; Ludden, Catherine; Marchevsky, Natalie G.; Minassian, Angela M.; McGregor, Alastair C.; Mujadidi, Yama F.; Phillips, Daniel J.; Plested, Emma; Pollock, Katrina M.; Robinson, Hannah; Smith, Andrew; Song, Rinn; Snape, Matthew D.; Sutherland, Rebecca K.; Thomson, Emma C.; Toshner, Mark; Turner, David P. J.; Vekemans, Johan; Villafana, Tonya L.; Williams, Christopher J.; Hill, Adrian V. S.; Lambe, Teresa; Gilbert, Sarah C.; Voysey, Merryn; Ramasamy, Maheshi N.; Pollard, Andrew J.",COVID-19 Genomics UK Consortium; AMPHEIJS Project; Oxford COVID-19 Vaccine Trial Grp,,,LANCET,APR 10 2021,2021,397,10282,,,,1351,1362,,10.1016/S0140-6736(21)00628-0,,,4,4,4
Comparison of Knowledge and Information-Seeking Behavior After General COVID-19 Public Health Messages and Messages Tailored for Black and Latinx Communities A Randomized Controlled Trial,"Alsan, Marcella; Stanford, Fatima Cody; Banerjee, Abhijit; Breza, Emily; Chandrasekhar, Arun G.; Eichmeyer, Sarah; Goldsmith-Pinkham, Paul; Ogbu-Nwobodo, Lucy; Olken, Benjamin A.; Torres, Carlos; Sankar, Anirudh; Vautrey, Pierre-Luc; Duflo, Esther",,,,ANNALS OF INTERNAL MEDICINE,APR 2021,2021,174,4,,,,484,+,,10.7326/M20-6141,,,4,4,4
"Umbilical cord mesenchymal stem cells for COVID-19 acute respiratory distress syndrome: A double-blind, phase 1/2a, randomized controlled trial","Lanzoni, Giacomo; Linetsky, Elina; Correa, Diego; Cayetano, Shari Messinger; Alvarez, Roger A.; Kouroupis, Dimitrios; Gil, Ana Alvarez; Poggioli, Raffaella; Ruiz, Phillip; Marttos, Antonio C.; Hirani, Khemraj; Bell, Crystal A.; Kusack, Halina; Rafkin, Lisa; Baidal, David; Pastewski, Andrew; Gawri, Kunal; Lenero, Clarissa; Mantero, Alejandro M. A.; Metalonis, Sarah W.; Wang, Xiaojing; Roque, Luis; Masters, Burlett; Kenyon, Norma S.; Ginzburg, Enrique; Xu, Xiumin; Tan, Jianming; Caplan, Arnold, I; Glassberg, Marilyn K.; Alejandro, Rodolfo; Ricordi, Camillo",,,,STEM CELLS TRANSLATIONAL MEDICINE,MAY 2021,2021,10,5,,,,660,673,,10.1002/sctm.20-0472,,,5,5,5
"Effect of Intermediate-Dose vs Standard-Dose Prophylactic Anticoagulation on Thrombotic Events, Extracorporeal Membrane Oxygenation Treatment, or Mortality Among Patients With COVID-19 Admitted to the Intensive Care Unit The INSPIRATION Randomized Clinical Trial","Sadeghipour, Parham; Talasaz, Azita H.; Rashidi, Farid; Sharif-Kashani, Babak; Beigmohammadi, Mohammad Taghi; Farrokhpour, Mohsen; Sezavar, Seyed Hashem; Payandemehr, Pooya; Dabbagh, Ali; Moghadam, Keivan Gohari; Jamalkhani, Sepehr; Khalili, Hossein; Yadollahzadeh, Mahdi; Riahi, Taghi; Rezaeifar, Parisa; Tahamtan, Ouria; Matin, Samira; Abedini, Atefeh; Lookzadeh, Somayeh; Rahmani, Hamid; Zoghi, Elnaz; Mohammadi, Keyhan; Sadeghipour, Pardis; Abri, Homa; Tabrizi, Sanaz; Mousavian, Seyed Masoud; Shahmirzaei, Shaghayegh; Bakhshandeh, Hooman; Amin, Ahmad; Rafiee, Farnaz; Baghizadeh, Elahe; Mohebbi, Bahram; Parhizgar, Seyed Ehsan; Aliannejad, Rasoul; Eslami, Vahid; Kashefizadeh, Alireza; Kakavand, Hessam; Hosseini, Seyed Hossein; Shafaghi, Shadi; Ghazi, Samrand Fattah; Najafi, Atabak; Jimenez, David; Gupta, Aakriti; Madhavan, Mahesh V.; Sethi, Sanjum S.; Parikh, Sahil A.; Monreal, Manuel; Hadavand, Naser; Hajighasemi, Alireza; Maleki, Majid; Sadeghian, Saeed; Piazza, Gregory; Kirtane, Ajay J.; Van Tassell, Benjamin W.; Dobesh, Paul P.; Stone, Gregg W.; Lip, Gregory Y. H.; Krumholz, Harlan M.; Goldhaber, Samuel Z.; Bikdeli, Behnood",INSPIRATION Investigators,,,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,APR 27 2021,2021,325,16,,,,1620,1630,,10.1001/jama.2021.4152,,,6,6,6
Recent Randomized Trials of Antithrombotic Therapy for Patients With COVID-19,"Talasaz, Azita H.; Sadeghipour, Parham; Kakavand, Hessam; Aghakouchakzadeh, Maryam; Kordzadeh-Kermani, Elaheh; Van Tassell, Benjamin W.; Gheymati, Azin; Ariannejad, Hamid; Hosseini, Seyed Hossein; Jamalkhani, Sepehr; Sholzberg, Michelle; Monreal, Manuel; Jimenez, David; Piazza, Gregory; Parikh, Sahil A.; Kirtane, Ajay J.; Eikelboom, John W.; Connors, Jean M.; Hunt, Beverley J.; Konstantinides, Stavros, V; Cushman, Mary; Weitz, Jeffrey, I; Stone, Gregg W.; Krumholz, Harlan M.; Lip, Gregory Y. H.; Goldhaber, Samuel Z.; Bikdeli, Behnood",,,,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,APR 20 2021,2021,77,15,,,,1903,1921,,10.1016/j.jacc.2021.02.035,,,7,7,7
"Tocilizumab in patients admitted to hospital with COVID-19 (RECOVERY): a randomised, controlled, open-label, platform trial","Horby, Peter W.; Landray, Martin J.",Recovery Collaborative Grp,,,LANCET,MAY 1 2021,2021,397,10285,,,,1637,1645,,,,,12,12,12
"Efficacy and safety of Lianhuaqingwen capsules, a repurposed Chinese herb, in patients with coronavirus disease 2019: A multicenter, prospective, randomized controlled trial","Hu, Ke; Guan, Wei-jie; Bi, Ying; Zhang, Wei; Li, Lanjuan; Zhang, Boli; Liu, Qingquan; Song, Yuanlin; Li, Xingwang; Duan, Zhongping; Zheng, Qingshan; Yang, Zifeng; Liang, Jingyi; Han, Mingfeng; Ruan, Lianguo; Wu, Chaomin; Zhang, Yunting; Jia, Zhen-hua; Zhong, Nan-shan",,,,PHYTOMEDICINE,MAY 2021,2021,85,,,,,,,153242,10.1016/j.phymed.2020.153242,,,75,75,34
